Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add
Trump	100	1	1	50		37				7	111	dmg/lvl	4			att/lvl	33							whit	weap							staf	wand	orb			0	0
Gritty	100	1	1	50		37				7	105	dmg/lvl	6											whit	weap							staf	wand	orb			0	0
Hawkeye	100	1	1	35		26				7	111	att/lvl	12											whit	weap							staf	wand	orb			0	0
Visionary	100	1	1	25		18				1	111	att%/lvl	2											whit	helm	miss											0	0
Mnemonic	100	1	1	25		18				1	115	mana/lvl	6											cblu	helm												0	0
Snowflake	100	1	1	25		18				3	137	cold-len		25	25	cold-min		6	9	cold-max		19	30	lblu	weap	circ	misl										0	0
Shivering	100	1	1	35	39	26				2	137	cold-len		50	50	cold-min		10	15	cold-max		31	45	lblu	weap	misl											0	0
Boreal	100	1	1	50	59	40				1	137	cold-len		75	75	cold-min		16	23	cold-max		46	90	lblu	weap	misl											0	0
Hibernal	100	1	1	70		60				1	137	cold-len		100	100	cold-min		24	45	cold-max		91	140	lblu	weap	misl											0	0
Ember	100	1	1	25		18				3	138	fire-min		16	25	fire-max		31	60					dred	weap	circ	misl										0	0
Smoldering	100	1	1	35	36	26				2	138	fire-min		26	50	fire-max		61	90					dred	weap	misl											0	0
Smoking	100	1	1	47	50	37				1	138	fire-min		51	80	fire-max		91	130					dred	weap	misl											0	0
Flaming	100	1	1	61	66	51				1	138	fire-min		81	120	fire-max		131	180					dred	weap	misl											0	0
Scorching	100	1	1	77		67				1	138	fire-min		121	170	fire-max		181	240					dred	weap	misl											0	0
Static	100	1	1	25		18				3	139	ltng-min		1	1	ltng-max		49	120					lyel	weap	circ	misl										0	0
Glowing	100	1	1	34	35	25				2	139	ltng-min		1	1	ltng-max		121	180					lyel	weap	misl											0	0
Buzzing	100	1	1	46	49	36				1	139	ltng-min		1	1	ltng-max		181	260					lyel	weap	misl											0	0
Arcing	100	1	1	60	65	50				1	139	ltng-min		1	1	ltng-max		261	360					lyel	weap	misl											0	0
Shocking	100	1	1	76		66				1	139	ltng-min		1	1	ltng-max		361	480					lyel	weap	misl											0	0
Septic	100	1	1	1		1				3	140	dmg-pois	50	31	31									dgrn	weap	circ	misl										0	0
Envenomed	100	1	1	10	14	7				2	140	dmg-pois	75	41	41									dgrn	weap	misl											0	0
Corosive	100	1	1	20	25	15				1	140	dmg-pois	100	205	205									dgrn	weap	misl											0	0
Toxic	100	1	1	35	36	26				1	140	dmg-pois	125	308	308									dgrn	weap	misl											0	0
Pestilent	100	1	1	50		37				1	140	dmg-pois	150	470	470									dgrn	weap	misl											0	0
Maiden's	1	1	1	36	66	27	ama			4	125	ama		1	1										amul	circ											0	0
Valkyrie's	1	1	1	90		67	ama			2	125	ama		2	2									cgrn	amul	circ											0	0
Maiden's	1	1	1	30	41	22	ama			4	125	ama		1	1										miss	spea											0	0
Valkyrie's	1	1	1	50		42	ama			2	125	ama		2	2									cgrn	miss	spea											0	0
Monk's	1	1	1	36	66	27	pal			4	125	pal		1	1										amul	circ											0	0
Priest's	1	1	1	90		67	pal			2	125	pal		2	2									cgrn	amul	circ											0	0
Monk's	1	1	1	30	41	22	pal			4	125	pal		1	1										scep	ashd											0	0
Priest's	1	1	1	50		42	pal			2	125	pal		2	2									cgrn	scep	ashd											0	0
Monk's	1	1	1	35	57	27	pal			4	125	pal		1	1										swor	mace	hamm	shld									0	0
Priest's	1	1	1	65		58	pal			2	125	pal		2	2									cgrn	swor	mace	hamm	shld									0	0
Summoner's	1	1	1	36	66	27	nec			4	125	nec		1	1										amul	circ											0	0
Necromancer's	1	1	1	90		67	nec			2	125	nec		2	2									cgrn	amul	circ											0	0
Summoner's	1	1	1	30	41	22	nec			4	125	nec		1	1										wand	knif	head										0	0
Necromancer's	1	1	1	50		42	nec			2	125	nec		2	2									cgrn	wand	knif	head										0	0
Angel's	1	1	1	36	66	27	sor			4	125	sor		1	1										amul	circ											0	0
Arch-Angel's	1	1	1	90		67	sor			2	125	sor		2	2									cgrn	amul	circ											0	0
Angel's	1	1	1	30	41	22	sor			4	125	sor		1	1										staf	orb											0	0
Arch-Angel's	1	1	1	50		42	sor			2	125	sor		2	2									cgrn	staf	orb											0	0
Slayer's	1	1	1	36	66	27	bar			4	125	bar		1	1										amul	circ											0	0
Berserker's	1	1	1	90		67	bar			2	125	bar		2	2									cgrn	amul	circ											0	0
Slayer's	1	1	1	30	41	22	bar			4	125	bar		1	1										tkni	axe	spea	club	swor	hamm	mace	jave					0	0
Berserker's	1	1	1	50		42	bar			1	125	bar		2	2									cgrn	tkni	axe	spea	club	swor	hamm	mace	jave					0	0
Slayer's	100	1	1	30	41	22	bar			4	125	bar		1	1										phlm												0	0
Berserker's	100	1	1	50		42	bar			2	125	bar		2	2									cgrn	phlm												0	0
Shaman's	100	1	1	36	66	27	dru			4	125	dru		1	1										amul	circ											0	0
Hierophant's	100	1	1	90		67	dru			2	125	dru		2	2									cgrn	amul	circ											0	0
Shaman's	100	1	1	30	41	22	dru			4	125	dru		1	1										club	pelt											0	0
Hierophant's	100	1	1	50		42	dru			2	125	dru		2	2									cgrn	club	pelt											0	0
Magekiller's	100	1	1	36	66	27	ass			4	125	ass		1	1										amul	circ											0	0
Witch-hunter's	100	1	1	90		67	ass			2	125	ass		2	2									cgrn	amul	circ											0	0
Magekiller's	100	1	1	30	41	22	ass			4	125	ass		1	1										h2h												0	0
Witch-hunter's	100	1	1	50		42	ass			2	125	ass		2	2									cgrn	h2h												0	0
Consecrated	100	1	1	1	10	1				4	142	att-undead		25	75	dmg-undead		25	75						weap							wand	orb				0	0
Pure	100	1	1	15	17	11				3	142	att-undead		76	175	dmg-undead		76	125					lgld	weap							wand	orb				0	0
Sacred	100	1	1	25	26	18				2	142	att-undead		175	250	dmg-undead		126	200					lgld	weap							wand	orb				0	0
Hallowed	100	1	1	35	36	27				1	142	att-undead		251	325	dmg-undead		201	275					lgld	weap							wand	orb				0	0
Divine	100	1	1	45		37				1	142	att-undead		326	450	dmg-undead		276	350					lgld	weap							wand	orb				0	0
Pearl	100	1	1	18		13				1	142	att-undead		25	50	dmg-undead		25	50						jewl												0	0
Crimson	1	1	1	5		3				4	118	res-fire		5	10										armo	ring	amul	orb	circ	weap	misl						0	0
Tireless	1	1	1	1		1				4	108	regen-stam		10	10										boot												0	0
Lizard's	1	1	1	1		1				4	115	mana		1	2										armo	ring	amul	rod	orb			boot	glov				0	0
Azure	1	1	1	1		1				3	117	res-cold		5	5										armo	ring	amul	orb	circ								0	0
Crimson	1	1	1	1		1				3	118	res-fire		5	5										armo	ring	amul	orb	circ								0	0
Tangerine	1	1	1	1		1				3	119	res-ltng		5	5										armo	ring	amul	orb	circ								0	0
Beryl	1	1	1	1		1				3	120	res-pois		5	5										armo	ring	amul	orb	circ								0	0
Godly	100	1	1	50		43				1	101	ac%		101	200									dgld	armo												0	0
Cruel	100	1	1	56		48				1	105	dmg%		201	300									blac	weap							staf	wand	orb			0	0
Blood Letting	1	1	1	13		12				3	200	heal-kill		1	1										weap	ring	circ	tors	helm	shld	misl						0	0
Murderous	100	1	1	51		44				1	200	heal-kill		2	5										weap	circ	tors	helm	shld	misl							0	0
Blood Sucking	100	1	1	32		26				2	200	heal-kill		1	3										jewl	tors	helm	shld	weap	ring	misl						0	0
Visceral	100	1	1	75		69				1	105	dmg%		301	400									blac	miss	amaz	knif	club	mace	tkni	taxe	aspe					0	0
Divine	100	1	1	45		37				1	142	att-undead		326	450	dmg-undead		276	350					lgld	miss												0	0
Celestial	100	1	1	55		41				1	123	att-demon		301	400	dmg-demon		201	300					dgld	miss												0	0
Grandmaster's	100	1	1	69		61				4	111	att		251	300	dmg%		151	200					dgld	miss												0	0
Supporting	1	1	1	25	27	18				2	105	dmg%		10	20										tors	shld											0	0
Reinforcing	1	1	1	35	37	28				2	105	dmg%		20	40										tors	shld											0	0
Empowering	1	1	1	45	47	38				2	105	dmg%		40	60										tors	shld											0	0
Bolstering	1	1	1	55	57	48				2	105	dmg%		60	80										tors	shld											0	0
Fortifying	1	1	1	65	57	58				2	105	dmg%		80	120										tors	shld											0	0
Embattled	1	1	1	75	67	68				2	105	dmg%		120	160										tors	shld											0	0
Rampaging	1	1	1	85		78				1	105	dmg%		160	200										tors												0	0
Lancer's	100	1	1	60		45	ama			1	125	skilltab	2	3	3									lgld	aspe												0	0
Archer's	100	1	1	60		45	ama			1	125	skilltab	0	3	3									lgld	miss												0	0
Artificer's	100	1	1	33		25				2	122	sock	3												weap	shld	tors					thro					0	0
Artificer's	100	1	1	33		25				2	122	sock	3												weap	shld	helm	tors				thro					0	0
Lancer's	100	1	1	60		45	ama			1	125	skilltab	2	3	3									lgld	circ	glov											0	0
Maiden's	1	1	1	36		65	ama			1	125	ama		1	1										tors	shld	helm										0	0
Monk's	1	1	1	65		58	pal			1	125	pal		1	1										tors	shld	helm										0	0
Summoner's	1	1	1	65		58	nec			1	125	nec		1	1										tors	shld	helm										0	0
Angel's	1	1	1	65		58	sor			1	125	sor		1	1										tors	shld	helm										0	0
Slayer's	1	1	1	65		58	bar			1	125	bar		1	1										tors	shld	helm										0	0
Shaman's	100	1	1	65		58	dru			1	125	dru		1	1										tors	shld	helm										0	0
Magekiller's	100	1	1	65		58	ass			1	125	ass		1	1										tors	shld	helm										0	0
Cerulean	100	1	1	49		41				2	115	mana		21	30									cblu	jewl												0	0
Lancer's	100	1	1	60		45	ama			1	125	skilltab	2	3	3									lgld	amul												0	0
Strange	100	1	1	32		24				5	110	att		151	300									lgld	misl												0	0
Unearthly	100	1	1	25		18				1	123	att-demon		101	150	dmg-demon		51	100						misl												0	0
Plague	100	1	1	50		37				1	140	dmg-pois	150	626	626									dgrn	weap	misl											0	0
Savage	1	1	1	26		19				7	105	dmg%		66	80									dgld	misl												0	0
Cardinal	100	1	1	38		30				4	103	dmg-min		10	14									dred	jewl	misl											0	0
Penetrating	100	1	1	15	24	10				4	143	pierce		5	10										misl												0	0
Puncturing	100	1	1	30	39	25				3	143	pierce		11	20										misl												0	0
Piercing	100	1	1	45	54	40				2	143	pierce		21	30										misl												0	0
Impaling	100	1	1	60		55				2	143	pierce		31	40										misl												0	0
Devout	100	1	1	3	10	1				4	142	att-undead		25	50	dmg-undead		10	25						misl												0	0
Consecrated	100	1	1	15	17	11				4	142	att-undead		25	75	dmg-undead		25	75						misl												0	0
Pure	100	1	1	25		18				3	142	att-undead		76	175	dmg-undead		76	125					lgld	misl												0	0
Blood Letting	1	1	1	13		12				3	200	heal-kill		1	1										weap	ring	circ	tors	helm	shld	misl						0	0
Murderous	100	1	1	51		44				1	200	heal-kill		2	5										weap	circ	tors	helm	shld	misl							0	0
Blood Sucking	100	1	1	32		26				2	200	heal-kill		1	3										jewl	tors	helm	shld	weap	ring	misl						0	0
Visceral	100	1	1	75		69				1	105	dmg%		301	400								1	blac	miss	amaz	knif	club	mace	tkni	taxe	aspe					0	0
Divine	100	1	1	45		37				1	142	att-undead		326	450	dmg-undead		276	350					lgld	miss												0	0
Celestial	100	1	1	55		41				1	123	att-demon		301	400	dmg-demon		201	300				1	dgld	miss												0	0
Grandmaster's	100	1	1	69		61				4	111	att		251	300	dmg%		151	200				1	dgld	miss												0	0
Supporting	1	1	1	25	27	18				2	105	dmg%		10	20										tors	shld											0	0
Reinforcing	1	1	1	35	37	28				2	105	dmg%		20	40										tors	shld											0	0
Empowering	1	1	1	45	47	38				2	105	dmg%		40	60										tors	shld											0	0
Bolstering	1	1	1	55	57	48				2	105	dmg%		60	80										tors	shld											0	0
Fortifying	1	1	1	65	67	58				2	105	dmg%		80	120										tors	shld											0	0
Embattled	1	1	1	75	77	68				2	105	dmg%		120	160										tors	shld											0	0
Rampaging	1	1	1	85		78				1	105	dmg%		160	200										tors												0	0
Lancer's	100	1	1	60		45	ama			1	125	skilltab	2	3	3								1	lgld	aspe												0	0
Archer's	100	1	1	60		45	ama			1	125	skilltab	0	3	3								1	lgld	miss												0	0
Artificer's	100	1	1	33		25				2	122	sock	3												weap	shld	tors					thro					0	0
Artificer's	100	1	1	33		25				2	122	sock	3												weap	shld	helm	tors				thro					0	0
Lancer's	100	1	1	60		45	ama			1	125	skilltab	2	3	3								1	lgld	circ	glov											0	0
Maiden's	1	1	1	36		65	ama			1	125	ama		1	1										tors	shld	helm										0	0
Monk's	1	1	1	65		58	pal			1	125	pal		1	1										tors	shld	helm										0	0
Summoner's	1	1	1	65		58	nec			1	125	nec		1	1										tors	shld	helm										0	0
Angel's	1	1	1	65		58	sor			1	125	sor		1	1										tors	shld	helm										0	0
Slayer's	1	1	1	65		58	bar			1	125	bar		1	1										tors	shld	helm										0	0
Shaman's	100	1	1	65		58	dru			1	125	dru		1	1										tors	shld	helm										0	0
Magekiller's	100	1	1	65		58	ass			1	125	ass		1	1										tors	shld	helm										0	0
Cerulean	100	1	1	49		41				2	115	mana		21	30								1	cblu	jewl												0	0
Lancer's	100	1	1	60		45	ama			1	125	skilltab	2	3	3								1	lgld	amul												0	0
Strange	100	1	1	32		24				5	110	att		151	300								1	lgld	misl												0	0
Unearthly	100	1	1	25		18				1	123	att-demon		101	150	dmg-demon		51	100						misl												0	0
Plague	100	1	1	50		37				1	140	dmg-pois	150	626	626								1	dgrn	weap	misl											0	0
Savage	1	1	1	26		19				7	105	dmg%		66	80								1	dgld	misl												0	0
Cardinal	100	1	1	38		30				4	103	dmg-min		10	14								1	dred	jewl	misl											0	0
Penetrating	100	1	1	15	24	10				4	143	pierce		5	10										misl												0	0
Puncturing	100	1	1	30	39	25				3	143	pierce		11	20										misl												0	0
Piercing	100	1	1	45	54	40				2	143	pierce		21	30										misl												0	0
Impaling	100	1	1	60		55				2	143	pierce		31	40										misl												0	0
Devout	100	1	1	3	10	1				4	142	att-undead		25	50	dmg-undead		10	25						misl												0	0
Consecrated	100	1	1	15	17	11				4	142	att-undead		25	75	dmg-undead		25	75						misl												0	0
Pure	100	1	1	25		18				3	142	att-undead		76	175	dmg-undead		76	125					lgld	misl												0	0
